inn,year,code,value,source,fetched
7705619586,2023,4329,111563,girbo,2026-09-14
7705619586,2023,4400,-2502041,girbo,2026-09-14
7705619586,2023,4450,3596699,girbo,2026-09-14
7705619586,2023,4490,-39,girbo,2026-09-14
7705619586,2023,4500,1094619,girbo,2026-09-14
7705619586,2023,6100,0,girbo,2026-09-14
7705619586,2023,6400,0,girbo,2026-09-14
7705619586,2023,prev1100,43405802,girbo,2026-09-14
7705619586,2023,prev1110,704,girbo,2026-09-14
7705619586,2023,prev1170,43299293,girbo,2026-09-14
7705619586,2023,prev1180,105804,girbo,2026-09-14
7705619586,2023,prev1200,10816666,girbo,2026-09-14
7705619586,2023,prev1210,23277,girbo,2026-09-14
7705619586,2023,prev1220,1294,girbo,2026-09-14
7705619586,2023,prev1230,5890951,girbo,2026-09-14
7705619586,2023,prev1240,1304315,girbo,2026-09-14
7705619586,2023,prev1250,3596699,girbo,2026-09-14
7705619586,2023,prev1260,129,girbo,2026-09-14
7705619586,2023,prev1300,22228749,girbo,2026-09-14
7705619586,2023,prev1310,1011,girbo,2026-09-14
7705619586,2023,prev1350,10150920,girbo,2026-09-14
7705619586,2023,prev1360,51,girbo,2026-09-14
7705619586,2023,prev1370,12076767,girbo,2026-09-14
7705619586,2023,prev1400,18524851,girbo,2026-09-14
7705619586,2023,prev1410,18524716,girbo,2026-09-14
7705619586,2023,prev1420,135,girbo,2026-09-14
7705619586,2023,prev1500,13468867,girbo,2026-09-14
7705619586,2023,prev1510,13348317,girbo,2026-09-14
7705619586,2023,prev1520,120026,girbo,2026-09-14
7705619586,2023,prev1540,524,girbo,2026-09-14
7705619586,2023,prev1600,54222467,girbo,2026-09-14
7705619586,2023,prev1700,54222467,girbo,2026-09-14
7705619586,2023,prev2100,-688,girbo,2026-09-14
7705619586,2023,prev2110,4756,girbo,2026-09-14
7705619586,2023,prev2120,5444,girbo,2026-09-14
7705619586,2023,prev2200,-23926,girbo,2026-09-14
7705619586,2023,prev2210,1515,girbo,2026-09-14
7705619586,2023,prev2220,21723,girbo,2026-09-14
7705619586,2023,prev2300,5808458,girbo,2026-09-14
7705619586,2023,prev2310,8660000,girbo,2026-09-14
7705619586,2023,prev2320,2303537,girbo,2026-09-14
7705619586,2023,prev2330,2194311,girbo,2026-09-14
7705619586,2023,prev2340,1684972,girbo,2026-09-14
7705619586,2023,prev2350,4621814,girbo,2026-09-14
7705619586,2023,prev2400,5601223,girbo,2026-09-14
7705619586,2023,prev2410,-208392,girbo,2026-09-14
7705619586,2023,prev2411,81150,girbo,2026-09-14
7705619586,2023,prev2412,-127242,girbo,2026-09-14
7705619586,2023,prev2460,1157,girbo,2026-09-14
7705619586,2023,prev2500,5601223,girbo,2026-09-14
7705619586,2023,prev2900,554,girbo,2026-09-14
7705619586,2023,prev3600,22228749,girbo,2026-09-14
7705619586,2023,prev4100,-1555319,girbo,2026-09-14
7705619586,2023,prev4110,428067,girbo,2026-09-14
7705619586,2023,prev4111,150853,girbo,2026-09-14
7705619586,2023,prev4112,14728,girbo,2026-09-14
7705619586,2023,prev4119,262486,girbo,2026-09-14
7705619586,2023,prev4120,1983386,girbo,2026-09-14
7705619586,2023,prev4121,44150,girbo,2026-09-14
7705619586,2023,prev4122,2161,girbo,2026-09-14
7705619586,2023,prev4123,1799858,girbo,2026-09-14
7705619586,2023,prev4124,130951,girbo,2026-09-14
7705619586,2023,prev4129,6266,girbo,2026-09-14
7705619586,2023,prev4200,-12615187,girbo,2026-09-14
7705619586,2023,prev4210,17730382,girbo,2026-09-14
7705619586,2023,prev4211,511,girbo,2026-09-14
7705619586,2023,prev4212,705000,girbo,2026-09-14
7705619586,2023,prev4213,12764912,girbo,2026-09-14
7705619586,2023,prev4214,4259959,girbo,2026-09-14
7705619586,2023,prev4220,30345569,girbo,2026-09-14
7705619586,2023,prev4222,2742,girbo,2026-09-14
7705619586,2023,prev4223,29930999,girbo,2026-09-14
7705619586,2023,prev4229,411828,girbo,2026-09-14
7705619586,2023,prev4300,9458139,girbo,2026-09-14
7705619586,2023,prev4310,12120813,girbo,2026-09-14
7705619586,2023,prev4311,12120813,girbo,2026-09-14
7705619586,2023,prev4320,2662674,girbo,2026-09-14
7705619586,2023,prev4323,2650937,girbo,2026-09-14
7705619586,2023,prev4329,11737,girbo,2026-09-14
7705619586,2023,prev4400,-4712367,girbo,2026-09-14
7705619586,2023,prev4450,8309066,girbo,2026-09-14
7705619586,2023,prev4500,3596699,girbo,2026-09-14
7705619586,2024,1100,61247962,girbo,2026-09-14
7705619586,2024,1110,0,girbo,2026-09-14
7705619586,2024,1170,61241595,girbo,2026-09-14
7705619586,2024,1180,6367,girbo,2026-09-14
7705619586,2024,1200,24145595,girbo,2026-09-14
7705619586,2024,1210,43986,girbo,2026-09-14
7705619586,2024,1220,4105,girbo,2026-09-14
7705619586,2024,1230,12590812,girbo,2026-09-14
7705619586,2024,1240,11491912,girbo,2026-09-14
7705619586,2024,1250,14763,girbo,2026-09-14
7705619586,2024,1260,17,girbo,2026-09-14
7705619586,2024,1300,32484009,girbo,2026-09-14
7705619586,2024,1310,1011,girbo,2026-09-14
7705619586,2024,1350,10150920,girbo,2026-09-14
7705619586,2024,1360,51,girbo,2026-09-14
7705619586,2024,1370,22332027,girbo,2026-09-14
7705619586,2024,1400,26740916,girbo,2026-09-14
7705619586,2024,1410,26740659,girbo,2026-09-14
7705619586,2024,1420,257,girbo,2026-09-14
7705619586,2024,1500,26168632,girbo,2026-09-14
7705619586,2024,1510,26042051,girbo,2026-09-14
7705619586,2024,1520,117256,girbo,2026-09-14
7705619586,2024,1540,9325,girbo,2026-09-14
7705619586,2024,1600,85393557,girbo,2026-09-14
7705619586,2024,1700,85393557,girbo,2026-09-14
7705619586,2024,2100,3504,girbo,2026-09-14
7705619586,2024,2110,10328,girbo,2026-09-14
7705619586,2024,2120,6824,girbo,2026-09-14
7705619586,2024,2200,-36229,girbo,2026-09-14
7705619586,2024,2210,993,girbo,2026-09-14
7705619586,2024,2220,38740,girbo,2026-09-14
7705619586,2024,2300,6255065,girbo,2026-09-14
7705619586,2024,2310,8136980,girbo,2026-09-14
7705619586,2024,2320,5010686,girbo,2026-09-14
7705619586,2024,2330,4728522,girbo,2026-09-14
7705619586,2024,2340,1454447,girbo,2026-09-14
7705619586,2024,2350,3582297,girbo,2026-09-14
7705619586,2024,2400,6151751,girbo,2026-09-14
7705619586,2024,2410,-103563,girbo,2026-09-14
7705619586,2024,2411,36791,girbo,2026-09-14
7705619586,2024,2412,-66772,girbo,2026-09-14
7705619586,2024,2460,249,girbo,2026-09-14
7705619586,2024,2500,6151751,girbo,2026-09-14
7705619586,2024,2900,608,girbo,2026-09-14
7705619586,2024,3600,32484009,girbo,2026-09-14
7705619586,2024,4100,-3788711,girbo,2026-09-14
7705619586,2024,4110,313762,girbo,2026-09-14
7705619586,2024,4111,8450,girbo,2026-09-14
7705619586,2024,4112,1311,girbo,2026-09-14
7705619586,2024,4119,304001,girbo,2026-09-14
7705619586,2024,4120,4102473,girbo,2026-09-14
7705619586,2024,4121,119793,girbo,2026-09-14
7705619586,2024,4122,1307,girbo,2026-09-14
7705619586,2024,4123,3757875,girbo,2026-09-14
7705619586,2024,4124,167152,girbo,2026-09-14
7705619586,2024,4129,56346,girbo,2026-09-14
7705619586,2024,4200,-13901285,girbo,2026-09-14
7705619586,2024,4210,8725527,girbo,2026-09-14
7705619586,2024,4212,450000,girbo,2026-09-14
7705619586,2024,4213,7026251,girbo,2026-09-14
7705619586,2024,4214,1249276,girbo,2026-09-14
7705619586,2024,4220,22626812,girbo,2026-09-14
7705619586,2024,4222,1657468,girbo,2026-09-14
7705619586,2024,4223,20969344,girbo,2026-09-14
7705619586,2024,4300,16610144,girbo,2026-09-14
7705619586,2024,4310,27092067,girbo,2026-09-14
7705619586,2024,4311,16593267,girbo,2026-09-14
7705619586,2024,4314,10498800,girbo,2026-09-14
7705619586,2024,4320,10481923,girbo,2026-09-14
7705619586,2024,4323,10389986,girbo,2026-09-14
7705619586,2024,4329,91937,girbo,2026-09-14
7705619586,2024,4400,-1079852,girbo,2026-09-14
7705619586,2024,4450,1094619,girbo,2026-09-14
7705619586,2024,4490,-4,girbo,2026-09-14
7705619586,2024,4500,14763,girbo,2026-09-14
7705619586,2024,prev1100,59887603,girbo,2026-09-14
7705619586,2024,prev1110,46,girbo,2026-09-14
7705619586,2024,prev1170,59815788,girbo,2026-09-14
7705619586,2024,prev1180,71769,girbo,2026-09-14
7705619586,2024,prev1200,9435827,girbo,2026-09-14
7705619586,2024,prev1210,27943,girbo,2026-09-14
7705619586,2024,prev1220,3119,girbo,2026-09-14
7705619586,2024,prev1230,7831339,girbo,2026-09-14
7705619586,2024,prev1240,477753,girbo,2026-09-14
7705619586,2024,prev1250,1094619,girbo,2026-09-14
7705619586,2024,prev1260,1054,girbo,2026-09-14
7705619586,2024,prev1300,26332273,girbo,2026-09-14
7705619586,2024,prev1310,1011,girbo,2026-09-14
7705619586,2024,prev1350,10150920,girbo,2026-09-14
7705619586,2024,prev1360,51,girbo,2026-09-14
7705619586,2024,prev1370,16180291,girbo,2026-09-14
7705619586,2024,prev1400,41460509,girbo,2026-09-14
7705619586,2024,prev1410,41460345,girbo,2026-09-14
7705619586,2024,prev1420,164,girbo,2026-09-14
7705619586,2024,prev1500,1530648,girbo,2026-09-14
7705619586,2024,prev1510,1374698,girbo,2026-09-14
7705619586,2024,prev1520,155516,girbo,2026-09-14
7705619586,2024,prev1540,434,girbo,2026-09-14
7705619586,2024,prev1600,69323430,girbo,2026-09-14
7705619586,2024,prev1700,69323430,girbo,2026-09-14
7705619586,2024,prev2100,-764,girbo,2026-09-14
7705619586,2024,prev2110,3533,girbo,2026-09-14
7705619586,2024,prev2120,4297,girbo,2026-09-14
7705619586,2024,prev2200,-26687,girbo,2026-09-14
7705619586,2024,prev2210,922,girbo,2026-09-14
7705619586,2024,prev2220,25001,girbo,2026-09-14
7705619586,2024,prev2300,4224486,girbo,2026-09-14
7705619586,2024,prev2310,3650000,girbo,2026-09-14
7705619586,2024,prev2320,3948734,girbo,2026-09-14
7705619586,2024,prev2330,3285793,girbo,2026-09-14
7705619586,2024,prev2340,241036,girbo,2026-09-14
7705619586,2024,prev2350,302804,girbo,2026-09-14
7705619586,2024,prev2400,4103524,girbo,2026-09-14
7705619586,2024,prev2410,-120962,girbo,2026-09-14
7705619586,2024,prev2411,86898,girbo,2026-09-14
7705619586,2024,prev2412,-34064,girbo,2026-09-14
7705619586,2024,prev2500,4103524,girbo,2026-09-14
7705619586,2024,prev2900,406,girbo,2026-09-14
7705619586,2024,prev3600,26332273,girbo,2026-09-14
7705619586,2024,prev4100,-2633782,girbo,2026-09-14
7705619586,2024,prev4110,352533,girbo,2026-09-14
7705619586,2024,prev4111,12901,girbo,2026-09-14
7705619586,2024,prev4112,987,girbo,2026-09-14
7705619586,2024,prev4119,338645,girbo,2026-09-14
7705619586,2024,prev4120,2986315,girbo,2026-09-14
7705619586,2024,prev4121,112399,girbo,2026-09-14
7705619586,2024,prev4122,451,girbo,2026-09-14
7705619586,2024,prev4123,2814965,girbo,2026-09-14
7705619586,2024,prev4124,42609,girbo,2026-09-14
7705619586,2024,prev4129,15891,girbo,2026-09-14
7705619586,2024,prev4200,-13596225,girbo,2026-09-14
7705619586,2024,prev4210,7374572,girbo,2026-09-14
7705619586,2024,prev4212,6,girbo,2026-09-14
7705619586,2024,prev4213,5103559,girbo,2026-09-14
7705619586,2024,prev4214,2271007,girbo,2026-09-14
7705619586,2024,prev4220,20970797,girbo,2026-09-14
7705619586,2024,prev4222,2071,girbo,2026-09-14
7705619586,2024,prev4223,20968726,girbo,2026-09-14
7705619586,2024,prev4300,13727966,girbo,2026-09-14
7705619586,2024,prev4310,27557657,girbo,2026-09-14
7705619586,2024,prev4311,17537550,girbo,2026-09-14
7705619586,2024,prev4314,10020107,girbo,2026-09-14
7705619586,2024,prev4320,13829691,girbo,2026-09-14
7705619586,2024,prev4323,13718128,girbo,2026-09-14
7705619586,2024,prev4329,111563,girbo,2026-09-14
7705619586,2024,prev4400,-2502041,girbo,2026-09-14
7705619586,2024,prev4450,3596699,girbo,2026-09-14
7705619586,2024,prev4490,-39,girbo,2026-09-14
7705619586,2024,prev4500,1094619,girbo,2026-09-14
7705619586,2025,1100,115119696,girbo,2026-09-14
7705619586,2025,1110,0,girbo,2026-09-14
7705619586,2025,1170,96116055,girbo,2026-09-14
7705619586,2025,1180,178809,girbo,2026-09-14
7705619586,2025,1190,18824832,girbo,2026-09-14
7705619586,2025,1200,4753665,girbo,2026-09-14
7705619586,2025,1210,112397,girbo,2026-09-14
7705619586,2025,1220,17944,girbo,2026-09-14
7705619586,2025,1230,991914,girbo,2026-09-14
7705619586,2025,1240,3521007,girbo,2026-09-14
7705619586,2025,1250,110385,girbo,2026-09-14
7705619586,2025,1260,18,girbo,2026-09-14
7705619586,2025,1300,35229067,girbo,2026-09-14
7705619586,2025,1310,1011,girbo,2026-09-14
7705619586,2025,1350,10150920,girbo,2026-09-14
7705619586,2025,1360,51,girbo,2026-09-14
7705619586,2025,1370,25077085,girbo,2026-09-14
7705619586,2025,1400,59240653,girbo,2026-09-14
7705619586,2025,1410,59240311,girbo,2026-09-14
7705619586,2025,1420,342,girbo,2026-09-14
7705619586,2025,1500,25403641,girbo,2026-09-14
7705619586,2025,1510,25203437,girbo,2026-09-14
7705619586,2025,1520,199971,girbo,2026-09-14
7705619586,2025,1540,233,girbo,2026-09-14
7705619586,2025,1600,119873361,girbo,2026-09-14
7705619586,2025,1700,119873361,girbo,2026-09-14
7705619586,2025,2100,1,girbo,2026-09-14
7705619586,2025,2110,29228,girbo,2026-09-14
7705619586,2025,2120,29227,girbo,2026-09-14
7705619586,2025,2200,-36472,girbo,2026-09-14
7705619586,2025,2210,392,girbo,2026-09-14
7705619586,2025,2220,36081,girbo,2026-09-14
7705619586,2025,2300,2719686,girbo,2026-09-14
7705619586,2025,2310,3481563,girbo,2026-09-14
7705619586,2025,2320,9602080,girbo,2026-09-14
7705619586,2025,2330,8929388,girbo,2026-09-14
7705619586,2025,2340,178743,girbo,2026-09-14
7705619586,2025,2350,1576840,girbo,2026-09-14
7705619586,2025,2400,2745058,girbo,2026-09-14
7705619586,2025,2410,25372,girbo,2026-09-14
7705619586,2025,2411,146984,girbo,2026-09-14
7705619586,2025,2412,172356,girbo,2026-09-14
7705619586,2025,2460,0,girbo,2026-09-14
7705619586,2025,2500,2745058,girbo,2026-09-14
7705619586,2025,2900,272,girbo,2026-09-14
7705619586,2025,4100,-7266612,girbo,2026-09-14
7705619586,2025,4110,532060,girbo,2026-09-14
7705619586,2025,4111,38463,girbo,2026-09-14
7705619586,2025,4112,3594,girbo,2026-09-14
7705619586,2025,4119,490003,girbo,2026-09-14
7705619586,2025,4120,7798672,girbo,2026-09-14
7705619586,2025,4121,325977,girbo,2026-09-14
7705619586,2025,4122,6394,girbo,2026-09-14
7705619586,2025,4123,7430060,girbo,2026-09-14
7705619586,2025,4124,0,girbo,2026-09-14
7705619586,2025,4129,36241,girbo,2026-09-14
7705619586,2025,4200,-23818327,girbo,2026-09-14
7705619586,2025,4210,21934784,girbo,2026-09-14
7705619586,2025,4211,406,girbo,2026-09-14
7705619586,2025,4212,339,girbo,2026-09-14
7705619586,2025,4213,19054902,girbo,2026-09-14
7705619586,2025,4214,2879137,girbo,2026-09-14
7705619586,2025,4220,45753111,girbo,2026-09-14
7705619586,2025,4222,1070,girbo,2026-09-14
7705619586,2025,4223,45752041,girbo,2026-09-14
7705619586,2025,4300,31180561,girbo,2026-09-14
7705619586,2025,4310,46585624,girbo,2026-09-14
7705619586,2025,4311,25639317,girbo,2026-09-14
7705619586,2025,4314,20946307,girbo,2026-09-14
7705619586,2025,4320,15405063,girbo,2026-09-14
7705619586,2025,4323,15347675,girbo,2026-09-14
7705619586,2025,4329,57388,girbo,2026-09-14
7705619586,2025,4400,95622,girbo,2026-09-14
7705619586,2025,4450,14763,girbo,2026-09-14
7705619586,2025,4490,0,girbo,2026-09-14
7705619586,2025,4500,110385,girbo,2026-09-14
7705619586,2025,prev1100,72612006,girbo,2026-09-14
7705619586,2025,prev1170,61241595,girbo,2026-09-14
7705619586,2025,prev1180,6367,girbo,2026-09-14
7705619586,2025,prev1190,11364044,girbo,2026-09-14
7705619586,2025,prev1200,12781551,girbo,2026-09-14
7705619586,2025,prev1210,43986,girbo,2026-09-14
7705619586,2025,prev1220,4105,girbo,2026-09-14
7705619586,2025,prev1230,1226768,girbo,2026-09-14
7705619586,2025,prev1240,11491912,girbo,2026-09-14
7705619586,2025,prev1250,14763,girbo,2026-09-14
7705619586,2025,prev1260,17,girbo,2026-09-14
7705619586,2025,prev1300,32484009,girbo,2026-09-14
7705619586,2025,prev1310,1011,girbo,2026-09-14
7705619586,2025,prev1350,10150920,girbo,2026-09-14
7705619586,2025,prev1360,51,girbo,2026-09-14
7705619586,2025,prev1370,22332027,girbo,2026-09-14
7705619586,2025,prev1400,26740916,girbo,2026-09-14
7705619586,2025,prev1410,26740659,girbo,2026-09-14
7705619586,2025,prev1420,257,girbo,2026-09-14
7705619586,2025,prev1500,26168632,girbo,2026-09-14
7705619586,2025,prev1510,26042051,girbo,2026-09-14
7705619586,2025,prev1520,117256,girbo,2026-09-14
7705619586,2025,prev1540,9325,girbo,2026-09-14
7705619586,2025,prev1600,85393557,girbo,2026-09-14
7705619586,2025,prev1700,85393557,girbo,2026-09-14
7705619586,2025,prev2100,3504,girbo,2026-09-14
7705619586,2025,prev2110,10328,girbo,2026-09-14
7705619586,2025,prev2120,6824,girbo,2026-09-14
7705619586,2025,prev2200,-36229,girbo,2026-09-14
7705619586,2025,prev2210,993,girbo,2026-09-14
7705619586,2025,prev2220,38740,girbo,2026-09-14
7705619586,2025,prev2300,6255066,girbo,2026-09-14
7705619586,2025,prev2310,8136981,girbo,2026-09-14
7705619586,2025,prev2320,5010686,girbo,2026-09-14
7705619586,2025,prev2330,4728522,girbo,2026-09-14
7705619586,2025,prev2340,1454447,girbo,2026-09-14
7705619586,2025,prev2350,3582297,girbo,2026-09-14
7705619586,2025,prev2400,6151751,girbo,2026-09-14
7705619586,2025,prev2410,-103563,girbo,2026-09-14
7705619586,2025,prev2411,36791,girbo,2026-09-14
7705619586,2025,prev2412,-66772,girbo,2026-09-14
7705619586,2025,prev2460,248,girbo,2026-09-14
7705619586,2025,prev2500,6151751,girbo,2026-09-14
7705619586,2025,prev2900,608,girbo,2026-09-14
7705619586,2025,prev4100,-3788711,girbo,2026-09-14
7705619586,2025,prev4110,313762,girbo,2026-09-14
7705619586,2025,prev4111,8450,girbo,2026-09-14
7705619586,2025,prev4112,1311,girbo,2026-09-14
7705619586,2025,prev4119,304001,girbo,2026-09-14
7705619586,2025,prev4120,4102473,girbo,2026-09-14
7705619586,2025,prev4121,119793,girbo,2026-09-14
7705619586,2025,prev4122,1307,girbo,2026-09-14
7705619586,2025,prev4123,3757875,girbo,2026-09-14
7705619586,2025,prev4124,167152,girbo,2026-09-14
7705619586,2025,prev4129,56346,girbo,2026-09-14
7705619586,2025,prev4200,-13901285,girbo,2026-09-14
7705619586,2025,prev4210,8725527,girbo,2026-09-14
7705619586,2025,prev4212,450000,girbo,2026-09-14
7705619586,2025,prev4213,7026251,girbo,2026-09-14
7705619586,2025,prev4214,1249276,girbo,2026-09-14
7705619586,2025,prev4220,22626812,girbo,2026-09-14
7705619586,2025,prev4222,1657468,girbo,2026-09-14
7705619586,2025,prev4223,20969344,girbo,2026-09-14
7705619586,2025,prev4300,16610144,girbo,2026-09-14
7705619586,2025,prev4310,27092067,girbo,2026-09-14
7705619586,2025,prev4311,16593267,girbo,2026-09-14
7705619586,2025,prev4314,10498800,girbo,2026-09-14
7705619586,2025,prev4320,10481923,girbo,2026-09-14
7705619586,2025,prev4323,10389986,girbo,2026-09-14
7705619586,2025,prev4329,91937,girbo,2026-09-14
7705619586,2025,prev4400,-1079852,girbo,2026-09-14
7705619586,2025,prev4450,1094619,girbo,2026-09-14
7705619586,2025,prev4490,-4,girbo,2026-09-14
7705619586,2025,prev4500,14763,girbo,2026-09-14
7705634425,2022,1100,31300802,girbo,2026-09-14
7705634425,2022,1110,13802,girbo,2026-09-14
7705634425,2022,1150,1625,girbo,2026-09-14
7705634425,2022,1170,31264098,girbo,2026-09-14
7705634425,2022,1180,68,girbo,2026-09-14
7705634425,2022,1190,21209,girbo,2026-09-14
7705634425,2022,1200,6275270,girbo,2026-09-14
7705634425,2022,1210,42,girbo,2026-09-14
7705634425,2022,1220,12,girbo,2026-09-14
7705634425,2022,1230,601356,girbo,2026-09-14
7705634425,2022,1240,5672900,girbo,2026-09-14
7705634425,2022,1250,642,girbo,2026-09-14
7705634425,2022,1260,318,girbo,2026-09-14
7705634425,2022,1300,17035085,girbo,2026-09-14
7705634425,2022,1310,1580000,girbo,2026-09-14
7705634425,2022,1350,8856617,girbo,2026-09-14
7705634425,2022,1360,79000,girbo,2026-09-14
7705634425,2022,1370,6519468,girbo,2026-09-14
7705634425,2022,1400,16945908,girbo,2026-09-14
7705634425,2022,1410,16945888,girbo,2026-09-14
7705634425,2022,1420,20,girbo,2026-09-14
7705634425,2022,1500,3595079,girbo,2026-09-14
7705634425,2022,1510,3042904,girbo,2026-09-14
7705634425,2022,1520,524546,girbo,2026-09-14
7705634425,2022,1540,27630,girbo,2026-09-14
7705634425,2022,1600,37576072,girbo,2026-09-14
7705634425,2022,1700,37576072,girbo,2026-09-14
7705634425,2022,2100,5755913,girbo,2026-09-14
7705634425,2022,2110,5760475,girbo,2026-09-14
7705634425,2022,2120,4562,girbo,2026-09-14
7705634425,2022,2200,5312021,girbo,2026-09-14
7705634425,2022,2220,443892,girbo,2026-09-14
7705634425,2022,2300,5151008,girbo,2026-09-14
7705634425,2022,2320,2218243,girbo,2026-09-14
7705634425,2022,2330,1654749,girbo,2026-09-14
7705634425,2022,2340,12363,girbo,2026-09-14
7705634425,2022,2350,736869,girbo,2026-09-14
7705634425,2022,2400,5119571,girbo,2026-09-14
7705634425,2022,2410,-41611,girbo,2026-09-14
7705634425,2022,2411,41659,girbo,2026-09-14
7705634425,2022,2412,48,girbo,2026-09-14
7705634425,2022,2460,10174,girbo,2026-09-14
7705634425,2022,2500,5119571,girbo,2026-09-14
7705634425,2022,3600,17035085,girbo,2026-09-14
7705634425,2022,4100,3606168,girbo,2026-09-14
7705634425,2022,4110,5762435,girbo,2026-09-14
7705634425,2022,4112,125121,girbo,2026-09-14
7705634425,2022,4119,4387,girbo,2026-09-14
7705634425,2022,4120,2156267,girbo,2026-09-14
7705634425,2022,4121,130203,girbo,2026-09-14
7705634425,2022,4122,363792,girbo,2026-09-14
7705634425,2022,4123,1362353,girbo,2026-09-14
7705634425,2022,4124,247554,girbo,2026-09-14
7705634425,2022,4129,52365,girbo,2026-09-14
7705634425,2022,4200,-2998973,girbo,2026-09-14
7705634425,2022,4210,7193628,girbo,2026-09-14
7705634425,2022,4211,80,girbo,2026-09-14
7705634425,2022,4212,20000,girbo,2026-09-14
7705634425,2022,4213,4861279,girbo,2026-09-14
7705634425,2022,4214,2312269,girbo,2026-09-14
7705634425,2022,4220,10192601,girbo,2026-09-14
7705634425,2022,4221,213,girbo,2026-09-14
7705634425,2022,4222,545888,girbo,2026-09-14
7705634425,2022,4223,9646500,girbo,2026-09-14
7705634425,2022,4300,-608141,girbo,2026-09-14
7705634425,2022,4310,7000000,girbo,2026-09-14
7705634425,2022,4314,7000000,girbo,2026-09-14
7705634425,2022,4320,7608141,girbo,2026-09-14
7705634425,2022,4322,2636375,girbo,2026-09-14
7705634425,2022,4323,4971766,girbo,2026-09-14
7705634425,2022,4400,-946,girbo,2026-09-14
7705634425,2022,4450,1588,girbo,2026-09-14
7705634425,2022,4500,642,girbo,2026-09-14
7705634425,2022,6100,0,girbo,2026-09-14
7705634425,2022,6400,0,girbo,2026-09-14
7705634425,2022,prev1100,31658116,girbo,2026-09-14
7705634425,2022,prev1110,14824,girbo,2026-09-14
7705634425,2022,prev1150,2380,girbo,2026-09-14
7705634425,2022,prev1170,31374615,girbo,2026-09-14
7705634425,2022,prev1180,3002,girbo,2026-09-14
7705634425,2022,prev1190,263296,girbo,2026-09-14
7705634425,2022,prev1200,1382518,girbo,2026-09-14
7705634425,2022,prev1210,1289,girbo,2026-09-14
7705634425,2022,prev1220,26,girbo,2026-09-14
7705634425,2022,prev1230,872854,girbo,2026-09-14
7705634425,2022,prev1240,506603,girbo,2026-09-14
7705634425,2022,prev1250,1588,girbo,2026-09-14
7705634425,2022,prev1260,158,girbo,2026-09-14
7705634425,2022,prev1300,15031906,girbo,2026-09-14
7705634425,2022,prev1310,1580000,girbo,2026-09-14
7705634425,2022,prev1350,8856617,girbo,2026-09-14
7705634425,2022,prev1360,79000,girbo,2026-09-14
7705634425,2022,prev1370,4516290,girbo,2026-09-14
7705634425,2022,prev1400,12393399,girbo,2026-09-14
7705634425,2022,prev1410,12391776,girbo,2026-09-14
7705634425,2022,prev1420,1623,girbo,2026-09-14
7705634425,2022,prev1500,5615328,girbo,2026-09-14
7705634425,2022,prev1510,5276386,girbo,2026-09-14
7705634425,2022,prev1520,288240,girbo,2026-09-14
7705634425,2022,prev1540,50702,girbo,2026-09-14
7705634425,2022,prev1600,33040634,girbo,2026-09-14
7705634425,2022,prev1700,33040634,girbo,2026-09-14
7705634425,2022,prev2100,5210896,girbo,2026-09-14
7705634425,2022,prev2110,5219850,girbo,2026-09-14
7705634425,2022,prev2120,8954,girbo,2026-09-14
7705634425,2022,prev2200,4777572,girbo,2026-09-14
7705634425,2022,prev2220,433324,girbo,2026-09-14
7705634425,2022,prev2300,4766059,girbo,2026-09-14
7705634425,2022,prev2320,1962686,girbo,2026-09-14
7705634425,2022,prev2330,1536061,girbo,2026-09-14
7705634425,2022,prev2340,115148,girbo,2026-09-14
7705634425,2022,prev2350,553286,girbo,2026-09-14
7705634425,2022,prev2400,4762230,girbo,2026-09-14
7705634425,2022,prev2410,-3829,girbo,2026-09-14
7705634425,2022,prev2411,3829,girbo,2026-09-14
7705634425,2022,prev2500,4762230,girbo,2026-09-14
7705634425,2022,prev3600,15031906,girbo,2026-09-14
7705634425,2022,prev4100,2539300,girbo,2026-09-14
7705634425,2022,prev4110,5227285,girbo,2026-09-14
7705634425,2022,prev4112,61006,girbo,2026-09-14
7705634425,2022,prev4119,25367,girbo,2026-09-14
7705634425,2022,prev4120,2687985,girbo,2026-09-14
7705634425,2022,prev4121,171609,girbo,2026-09-14
7705634425,2022,prev4122,355789,girbo,2026-09-14
7705634425,2022,prev4123,1539920,girbo,2026-09-14
7705634425,2022,prev4124,229843,girbo,2026-09-14
7705634425,2022,prev4129,390824,girbo,2026-09-14
7705634425,2022,prev4200,895828,girbo,2026-09-14
7705634425,2022,prev4210,10294752,girbo,2026-09-14
7705634425,2022,prev4211,30,girbo,2026-09-14
7705634425,2022,prev4212,344975,girbo,2026-09-14
7705634425,2022,prev4213,8021797,girbo,2026-09-14
7705634425,2022,prev4214,1927950,girbo,2026-09-14
7705634425,2022,prev4220,9398924,girbo,2026-09-14
7705634425,2022,prev4221,597,girbo,2026-09-14
7705634425,2022,prev4222,860526,girbo,2026-09-14
7705634425,2022,prev4223,8065255,girbo,2026-09-14
7705634425,2022,prev4300,-3435280,girbo,2026-09-14
7705634425,2022,prev4320,3435280,girbo,2026-09-14
7705634425,2022,prev4322,2185869,girbo,2026-09-14
7705634425,2022,prev4323,1249411,girbo,2026-09-14
7705634425,2022,prev4400,-152,girbo,2026-09-14
7705634425,2022,prev4450,1740,girbo,2026-09-14
7705634425,2022,prev4500,1588,girbo,2026-09-14
7705634425,2023,1100,29660593,girbo,2026-09-14
