inn,year,code,value,source,fetched
2536247123,2024,4123,8151053,girbo,2026-09-14
2536247123,2024,4124,397081,girbo,2026-09-14
2536247123,2024,4129,280904,girbo,2026-09-14
2536247123,2024,4200,-49924624,girbo,2026-09-14
2536247123,2024,4210,133658,girbo,2026-09-14
2536247123,2024,4211,7903,girbo,2026-09-14
2536247123,2024,4213,65345,girbo,2026-09-14
2536247123,2024,4214,60410,girbo,2026-09-14
2536247123,2024,4220,50058282,girbo,2026-09-14
2536247123,2024,4221,50058282,girbo,2026-09-14
2536247123,2024,4222,0,girbo,2026-09-14
2536247123,2024,4300,-5734839,girbo,2026-09-14
2536247123,2024,4310,41043467,girbo,2026-09-14
2536247123,2024,4311,35243592,girbo,2026-09-14
2536247123,2024,4314,5799875,girbo,2026-09-14
2536247123,2024,4320,46778306,girbo,2026-09-14
2536247123,2024,4322,13500000,girbo,2026-09-14
2536247123,2024,4323,33278306,girbo,2026-09-14
2536247123,2024,4400,-4410321,girbo,2026-09-14
2536247123,2024,4450,8575857,girbo,2026-09-14
2536247123,2024,4490,-30,girbo,2026-09-14
2536247123,2024,4500,4165506,girbo,2026-09-14
2536247123,2024,prev1100,18644411,girbo,2026-09-14
2536247123,2024,prev1110,156273,girbo,2026-09-14
2536247123,2024,prev1150,550153,girbo,2026-09-14
2536247123,2024,prev1160,3412674,girbo,2026-09-14
2536247123,2024,prev1170,10,girbo,2026-09-14
2536247123,2024,prev1180,554392,girbo,2026-09-14
2536247123,2024,prev1190,13970909,girbo,2026-09-14
2536247123,2024,prev1200,67294985,girbo,2026-09-14
2536247123,2024,prev1210,321251,girbo,2026-09-14
2536247123,2024,prev1220,2793,girbo,2026-09-14
2536247123,2024,prev1230,58145955,girbo,2026-09-14
2536247123,2024,prev1240,64670,girbo,2026-09-14
2536247123,2024,prev1250,8575857,girbo,2026-09-14
2536247123,2024,prev1260,184459,girbo,2026-09-14
2536247123,2024,prev1300,31014501,girbo,2026-09-14
2536247123,2024,prev1310,84617,girbo,2026-09-14
2536247123,2024,prev1350,715067,girbo,2026-09-14
2536247123,2024,prev1370,30214817,girbo,2026-09-14
2536247123,2024,prev1400,25012527,girbo,2026-09-14
2536247123,2024,prev1410,24433920,girbo,2026-09-14
2536247123,2024,prev1430,127068,girbo,2026-09-14
2536247123,2024,prev1450,451539,girbo,2026-09-14
2536247123,2024,prev1500,29912368,girbo,2026-09-14
2536247123,2024,prev1510,20243083,girbo,2026-09-14
2536247123,2024,prev1520,9077480,girbo,2026-09-14
2536247123,2024,prev1540,591805,girbo,2026-09-14
2536247123,2024,prev1600,85939396,girbo,2026-09-14
2536247123,2024,prev1700,85939396,girbo,2026-09-14
2536247123,2024,prev2100,10591493,girbo,2026-09-14
2536247123,2024,prev2110,10982878,girbo,2026-09-14
2536247123,2024,prev2120,391385,girbo,2026-09-14
2536247123,2024,prev2200,7896012,girbo,2026-09-14
2536247123,2024,prev2210,54634,girbo,2026-09-14
2536247123,2024,prev2220,2640847,girbo,2026-09-14
2536247123,2024,prev2300,6281514,girbo,2026-09-14
2536247123,2024,prev2320,1034369,girbo,2026-09-14
2536247123,2024,prev2330,4303190,girbo,2026-09-14
2536247123,2024,prev2340,3945775,girbo,2026-09-14
2536247123,2024,prev2350,2291452,girbo,2026-09-14
2536247123,2024,prev2400,4939504,girbo,2026-09-14
2536247123,2024,prev2410,-1276472,girbo,2026-09-14
2536247123,2024,prev2411,1478623,girbo,2026-09-14
2536247123,2024,prev2412,202151,girbo,2026-09-14
2536247123,2024,prev2460,-65538,girbo,2026-09-14
2536247123,2024,prev2500,4939504,girbo,2026-09-14
2536247123,2024,prev3400,31014651,girbo,2026-09-14
2536247123,2024,prev3401,30214967,girbo,2026-09-14
2536247123,2024,prev3410,-150,girbo,2026-09-14
2536247123,2024,prev3411,-150,girbo,2026-09-14
2536247123,2024,prev3500,31014501,girbo,2026-09-14
2536247123,2024,prev3501,30214817,girbo,2026-09-14
2536247123,2024,prev3600,31014501,girbo,2026-09-14
2536247123,2024,prev4100,46568592,girbo,2026-09-14
2536247123,2024,prev4110,57120273,girbo,2026-09-14
2536247123,2024,prev4111,55729490,girbo,2026-09-14
2536247123,2024,prev4119,1390783,girbo,2026-09-14
2536247123,2024,prev4120,10551681,girbo,2026-09-14
2536247123,2024,prev4121,1272882,girbo,2026-09-14
2536247123,2024,prev4122,1469058,girbo,2026-09-14
2536247123,2024,prev4123,4218386,girbo,2026-09-14
2536247123,2024,prev4124,1212247,girbo,2026-09-14
2536247123,2024,prev4129,2308219,girbo,2026-09-14
2536247123,2024,prev4200,-48838498,girbo,2026-09-14
2536247123,2024,prev4210,146739,girbo,2026-09-14
2536247123,2024,prev4211,7042,girbo,2026-09-14
2536247123,2024,prev4213,139697,girbo,2026-09-14
2536247123,2024,prev4220,48985237,girbo,2026-09-14
2536247123,2024,prev4221,48985227,girbo,2026-09-14
2536247123,2024,prev4222,10,girbo,2026-09-14
2536247123,2024,prev4300,8335780,girbo,2026-09-14
2536247123,2024,prev4310,38951050,girbo,2026-09-14
2536247123,2024,prev4311,38951050,girbo,2026-09-14
2536247123,2024,prev4320,30615270,girbo,2026-09-14
2536247123,2024,prev4322,11000000,girbo,2026-09-14
2536247123,2024,prev4323,19615270,girbo,2026-09-14
2536247123,2024,prev4400,6065874,girbo,2026-09-14
2536247123,2024,prev4450,2510558,girbo,2026-09-14
2536247123,2024,prev4490,-575,girbo,2026-09-14
2536247123,2024,prev4500,8575857,girbo,2026-09-14
2536247123,2025,1100,36467116,girbo,2026-09-14
2536247123,2025,1110,130093,girbo,2026-09-14
2536247123,2025,1150,624827,girbo,2026-09-14
2536247123,2025,1170,10,girbo,2026-09-14
2536247123,2025,1180,0,girbo,2026-09-14
2536247123,2025,1190,6276415,girbo,2026-09-14
2536247123,2025,1200,32482684,girbo,2026-09-14
2536247123,2025,1210,1586087,girbo,2026-09-14
2536247123,2025,1220,372,girbo,2026-09-14
2536247123,2025,1230,177166,girbo,2026-09-14
2536247123,2025,1240,0,girbo,2026-09-14
2536247123,2025,1250,2511568,girbo,2026-09-14
2536247123,2025,1260,178839,girbo,2026-09-14
2536247123,2025,1300,18604665,girbo,2026-09-14
2536247123,2025,1310,84617,girbo,2026-09-14
2536247123,2025,1350,715067,girbo,2026-09-14
2536247123,2025,1370,17804981,girbo,2026-09-14
2536247123,2025,1400,22087180,girbo,2026-09-14
2536247123,2025,1410,20254381,girbo,2026-09-14
2536247123,2025,1420,1109870,girbo,2026-09-14
2536247123,2025,1430,214873,girbo,2026-09-14
2536247123,2025,1450,508056,girbo,2026-09-14
2536247123,2025,1500,28257955,girbo,2026-09-14
2536247123,2025,1510,22504345,girbo,2026-09-14
2536247123,2025,1520,5181631,girbo,2026-09-14
2536247123,2025,1540,571979,girbo,2026-09-14
2536247123,2025,1600,68949800,girbo,2026-09-14
2536247123,2025,1700,68949800,girbo,2026-09-14
2536247123,2025,2100,17946499,girbo,2026-09-14
2536247123,2025,2110,18325733,girbo,2026-09-14
2536247123,2025,2120,379234,girbo,2026-09-14
2536247123,2025,2200,14711201,girbo,2026-09-14
2536247123,2025,2210,135525,girbo,2026-09-14
2536247123,2025,2220,3099773,girbo,2026-09-14
2536247123,2025,2300,5841847,girbo,2026-09-14
2536247123,2025,2310,73551,girbo,2026-09-14
2536247123,2025,2320,825183,girbo,2026-09-14
2536247123,2025,2330,8289186,girbo,2026-09-14
2536247123,2025,2340,668450,girbo,2026-09-14
2536247123,2025,2350,2147352,girbo,2026-09-14
2536247123,2025,2400,4366232,girbo,2026-09-14
2536247123,2025,2410,-1476734,girbo,2026-09-14
2536247123,2025,2411,509926,girbo,2026-09-14
2536247123,2025,2412,-966808,girbo,2026-09-14
2536247123,2025,2460,1119,girbo,2026-09-14
2536247123,2025,2500,4366232,girbo,2026-09-14
2536247123,2025,4100,49238605,girbo,2026-09-14
2536247123,2025,4110,61723000,girbo,2026-09-14
2536247123,2025,4111,59228941,girbo,2026-09-14
2536247123,2025,4119,2494059,girbo,2026-09-14
2536247123,2025,4120,12484395,girbo,2026-09-14
2536247123,2025,4121,1522742,girbo,2026-09-14
2536247123,2025,4122,2153831,girbo,2026-09-14
2536247123,2025,4123,8425907,girbo,2026-09-14
2536247123,2025,4124,274030,girbo,2026-09-14
2536247123,2025,4129,104552,girbo,2026-09-14
2536247123,2025,4200,-34041490,girbo,2026-09-14
2536247123,2025,4210,86490,girbo,2026-09-14
2536247123,2025,4211,12939,girbo,2026-09-14
2536247123,2025,4213,0,girbo,2026-09-14
2536247123,2025,4214,73551,girbo,2026-09-14
2536247123,2025,4220,34127980,girbo,2026-09-14
2536247123,2025,4221,34127980,girbo,2026-09-14
2536247123,2025,4300,-16851053,girbo,2026-09-14
2536247123,2025,4310,21667600,girbo,2026-09-14
2536247123,2025,4311,11669100,girbo,2026-09-14
2536247123,2025,4314,9998500,girbo,2026-09-14
2536247123,2025,4320,38518653,girbo,2026-09-14
2536247123,2025,4322,7000000,girbo,2026-09-14
2536247123,2025,4323,31518653,girbo,2026-09-14
2536247123,2025,4400,-1653938,girbo,2026-09-14
2536247123,2025,4450,4165506,girbo,2026-09-14
2536247123,2025,4490,0,girbo,2026-09-14
2536247123,2025,4500,2511568,girbo,2026-09-14
2536247123,2025,prev1100,47383095,girbo,2026-09-14
2536247123,2025,prev1110,112654,girbo,2026-09-14
2536247123,2025,prev1150,464110,girbo,2026-09-14
2536247123,2025,prev1170,10,girbo,2026-09-14
2536247123,2025,prev1190,12161389,girbo,2026-09-14
2536247123,2025,prev1200,34255028,girbo,2026-09-14
2536247123,2025,prev1210,344712,girbo,2026-09-14
2536247123,2025,prev1220,32,girbo,2026-09-14
2536247123,2025,prev1230,92385,girbo,2026-09-14
2536247123,2025,prev1240,5793,girbo,2026-09-14
2536247123,2025,prev1250,4165506,girbo,2026-09-14
2536247123,2025,prev1260,187264,girbo,2026-09-14
2536247123,2025,prev1300,21238433,girbo,2026-09-14
2536247123,2025,prev1310,84617,girbo,2026-09-14
2536247123,2025,prev1350,715067,girbo,2026-09-14
2536247123,2025,prev1370,20438749,girbo,2026-09-14
2536247123,2025,prev1400,21542541,girbo,2026-09-14
2536247123,2025,prev1410,20891963,girbo,2026-09-14
2536247123,2025,prev1420,143062,girbo,2026-09-14
2536247123,2025,prev1430,153906,girbo,2026-09-14
2536247123,2025,prev1450,353610,girbo,2026-09-14
2536247123,2025,prev1500,38857149,girbo,2026-09-14
2536247123,2025,prev1510,31853037,girbo,2026-09-14
2536247123,2025,prev1520,6646597,girbo,2026-09-14
2536247123,2025,prev1540,357515,girbo,2026-09-14
2536247123,2025,prev1600,81638123,girbo,2026-09-14
2536247123,2025,prev1700,81638123,girbo,2026-09-14
2536247123,2025,prev2100,14950317,girbo,2026-09-14
2536247123,2025,prev2110,15354580,girbo,2026-09-14
2536247123,2025,prev2120,404263,girbo,2026-09-14
2536247123,2025,prev2200,11801688,girbo,2026-09-14
2536247123,2025,prev2210,58710,girbo,2026-09-14
2536247123,2025,prev2220,3089919,girbo,2026-09-14
2536247123,2025,prev2300,4722093,girbo,2026-09-14
2536247123,2025,prev2310,60410,girbo,2026-09-14
2536247123,2025,prev2320,1197734,girbo,2026-09-14
2536247123,2025,prev2330,8453764,girbo,2026-09-14
2536247123,2025,prev2340,786691,girbo,2026-09-14
2536247123,2025,prev2350,670666,girbo,2026-09-14
2536247123,2025,prev2400,3723932,girbo,2026-09-14
2536247123,2025,prev2410,-998161,girbo,2026-09-14
2536247123,2025,prev2411,300707,girbo,2026-09-14
2536247123,2025,prev2412,-697454,girbo,2026-09-14
2536247123,2025,prev2500,3723932,girbo,2026-09-14
2536247123,2025,prev4100,51249142,girbo,2026-09-14
2536247123,2025,prev4110,64079778,girbo,2026-09-14
2536247123,2025,prev4111,60359666,girbo,2026-09-14
2536247123,2025,prev4119,3720112,girbo,2026-09-14
2536247123,2025,prev4120,12830636,girbo,2026-09-14
2536247123,2025,prev4121,1244361,girbo,2026-09-14
2536247123,2025,prev4122,2754727,girbo,2026-09-14
2536247123,2025,prev4123,8151053,girbo,2026-09-14
2536247123,2025,prev4124,397081,girbo,2026-09-14
2536247123,2025,prev4129,280904,girbo,2026-09-14
2536247123,2025,prev4200,-49924624,girbo,2026-09-14
2536247123,2025,prev4210,133658,girbo,2026-09-14
2536247123,2025,prev4211,7903,girbo,2026-09-14
2536247123,2025,prev4213,65345,girbo,2026-09-14
2536247123,2025,prev4214,60410,girbo,2026-09-14
2536247123,2025,prev4220,50058282,girbo,2026-09-14
2536247123,2025,prev4221,50058282,girbo,2026-09-14
2536247123,2025,prev4300,-5734839,girbo,2026-09-14
2536247123,2025,prev4310,41043467,girbo,2026-09-14
2536247123,2025,prev4311,35243592,girbo,2026-09-14
2536247123,2025,prev4314,5799875,girbo,2026-09-14
2536247123,2025,prev4320,46778306,girbo,2026-09-14
2536247123,2025,prev4322,13500000,girbo,2026-09-14
2536247123,2025,prev4323,33278306,girbo,2026-09-14
2536247123,2025,prev4400,-4410321,girbo,2026-09-14
2536247123,2025,prev4450,8575857,girbo,2026-09-14
2536247123,2025,prev4490,-30,girbo,2026-09-14
2536247123,2025,prev4500,4165506,girbo,2026-09-14
2543068206,2022,1100,0,girbo,2026-09-14
2543068206,2022,1110,0,girbo,2026-09-14
2543068206,2022,1200,10,girbo,2026-09-14
2543068206,2022,1210,10,girbo,2026-09-14
2543068206,2022,1230,0,girbo,2026-09-14
2543068206,2022,1250,0,girbo,2026-09-14
2543068206,2022,1300,10,girbo,2026-09-14
2543068206,2022,1310,10,girbo,2026-09-14
2543068206,2022,1600,10,girbo,2026-09-14
2543068206,2022,1700,10,girbo,2026-09-14
2543068206,2022,prev1100,0,girbo,2026-09-14
2543068206,2022,prev1200,10,girbo,2026-09-14
2543068206,2022,prev1210,10,girbo,2026-09-14
2543068206,2022,prev1300,10,girbo,2026-09-14
2543068206,2022,prev1310,10,girbo,2026-09-14
2543068206,2022,prev1600,10,girbo,2026-09-14
2543068206,2022,prev1700,10,girbo,2026-09-14
2543068206,2023,1170,0,girbo,2026-09-14
2543068206,2023,1210,0,girbo,2026-09-14
2543068206,2023,1230,0,girbo,2026-09-14
2543068206,2023,1250,0,girbo,2026-09-14
2543068206,2023,1300,0,girbo,2026-09-14
2543068206,2023,1600,0,girbo,2026-09-14
2543068206,2023,1700,0,girbo,2026-09-14
2543068206,2023,prev1600,0,girbo,2026-09-14
2543068206,2023,prev1700,0,girbo,2026-09-14
2543068206,2024,1170,0,girbo,2026-09-14
2543068206,2024,1210,0,girbo,2026-09-14
2543068206,2024,1230,0,girbo,2026-09-14
2543068206,2024,1250,0,girbo,2026-09-14
2543068206,2024,1600,0,girbo,2026-09-14
2543068206,2024,1700,0,girbo,2026-09-14
2543068206,2024,prev1600,0,girbo,2026-09-14
2543068206,2024,prev1700,0,girbo,2026-09-14
2543068206,2025,1170,0,girbo,2026-09-14
2543068206,2025,1210,0,girbo,2026-09-14
2543068206,2025,1240,0,girbo,2026-09-14
2543068206,2025,1250,0,girbo,2026-09-14
2543068206,2025,1600,0,girbo,2026-09-14
2543068206,2025,1700,0,girbo,2026-09-14
2543068206,2025,prev1600,0,girbo,2026-09-14
2543068206,2025,prev1700,0,girbo,2026-09-14
3123162663,2022,1150,4775,girbo,2026-09-14
3123162663,2022,1230,4568,girbo,2026-09-14
3123162663,2022,1250,28,girbo,2026-09-14
3123162663,2022,1300,-11244,girbo,2026-09-14
3123162663,2022,1410,20613,girbo,2026-09-14
3123162663,2022,1520,2,girbo,2026-09-14
3123162663,2022,1600,9371,girbo,2026-09-14
3123162663,2022,1700,9371,girbo,2026-09-14
3123162663,2022,2110,437,girbo,2026-09-14
3123162663,2022,2120,665,girbo,2026-09-14
3123162663,2022,2340,12926,girbo,2026-09-14
3123162663,2022,2350,13140,girbo,2026-09-14
3123162663,2022,2400,-442,girbo,2026-09-14
3123162663,2022,2410,0,girbo,2026-09-14
3123162663,2022,prev1150,22678,girbo,2026-09-14
3123162663,2022,prev1230,2832,girbo,2026-09-14
3123162663,2022,prev1250,281,girbo,2026-09-14
3123162663,2022,prev1300,-4283,girbo,2026-09-14
3123162663,2022,prev1410,29939,girbo,2026-09-14
3123162663,2022,prev1520,135,girbo,2026-09-14
3123162663,2022,prev1600,25791,girbo,2026-09-14
3123162663,2022,prev1700,25791,girbo,2026-09-14
3123162663,2022,prev2110,1433,girbo,2026-09-14
3123162663,2022,prev2120,1812,girbo,2026-09-14
3123162663,2022,prev2340,657,girbo,2026-09-14
3123162663,2022,prev2350,234,girbo,2026-09-14
3123162663,2022,prev2400,31,girbo,2026-09-14
3123162663,2022,prev2410,13,girbo,2026-09-14
3123162663,2023,1150,4166,girbo,2026-09-14
3123162663,2023,1230,4630,girbo,2026-09-14
3123162663,2023,1250,32,girbo,2026-09-14
3123162663,2023,1300,-11909,girbo,2026-09-14
3123162663,2023,1410,20613,girbo,2026-09-14
3123162663,2023,1520,124,girbo,2026-09-14
3123162663,2023,1600,8828,girbo,2026-09-14
3123162663,2023,1700,8828,girbo,2026-09-14
3123162663,2023,2110,25,girbo,2026-09-14
3123162663,2023,2120,23,girbo,2026-09-14
3123162663,2023,2340,292,girbo,2026-09-14
3123162663,2023,2350,956,girbo,2026-09-14
3123162663,2023,2400,-662,girbo,2026-09-14
3123162663,2023,prev1150,4775,girbo,2026-09-14
3123162663,2023,prev1230,4568,girbo,2026-09-14
3123162663,2023,prev1250,28,girbo,2026-09-14
3123162663,2023,prev1300,-11244,girbo,2026-09-14
3123162663,2023,prev1410,20613,girbo,2026-09-14
3123162663,2023,prev1520,2,girbo,2026-09-14
3123162663,2023,prev1600,9371,girbo,2026-09-14
3123162663,2023,prev1700,9371,girbo,2026-09-14
3123162663,2023,prev2110,437,girbo,2026-09-14
3123162663,2023,prev2120,665,girbo,2026-09-14
3123162663,2023,prev2340,12926,girbo,2026-09-14
3123162663,2023,prev2350,13140,girbo,2026-09-14
3123162663,2023,prev2400,-442,girbo,2026-09-14
3123162663,2024,1150,3556,girbo,2026-09-14
3123162663,2024,1230,4952,girbo,2026-09-14
3123162663,2024,1250,39,girbo,2026-09-14
3123162663,2024,1300,-12193,girbo,2026-09-14
3123162663,2024,1410,20613,girbo,2026-09-14
3123162663,2024,1520,127,girbo,2026-09-14
3123162663,2024,1600,8547,girbo,2026-09-14
3123162663,2024,1700,8547,girbo,2026-09-14
3123162663,2024,2110,0,girbo,2026-09-14
3123162663,2024,2120,0,girbo,2026-09-14
3123162663,2024,2340,541,girbo,2026-09-14
3123162663,2024,2350,820,girbo,2026-09-14
3123162663,2024,2400,-279,girbo,2026-09-14
3123162663,2024,prev1150,4166,girbo,2026-09-14
3123162663,2024,prev1230,4630,girbo,2026-09-14
3123162663,2024,prev1250,32,girbo,2026-09-14
3123162663,2024,prev1300,-11909,girbo,2026-09-14
3123162663,2024,prev1410,20613,girbo,2026-09-14
3123162663,2024,prev1520,124,girbo,2026-09-14
3123162663,2024,prev1600,8828,girbo,2026-09-14
3123162663,2024,prev1700,8828,girbo,2026-09-14
3123162663,2024,prev2110,25,girbo,2026-09-14
3123162663,2024,prev2120,23,girbo,2026-09-14
3123162663,2024,prev2340,292,girbo,2026-09-14
3123162663,2024,prev2350,956,girbo,2026-09-14
3123162663,2024,prev2400,-662,girbo,2026-09-14
3123162663,2025,1150,2946,girbo,2026-09-14
3123162663,2025,1170,4833,girbo,2026-09-14
3123162663,2025,1240,16,girbo,2026-09-14
3123162663,2025,1250,125,girbo,2026-09-14
3123162663,2025,1300,-12699,girbo,2026-09-14
3123162663,2025,1410,20613,girbo,2026-09-14
3123162663,2025,1520,6,girbo,2026-09-14
3123162663,2025,1600,7920,girbo,2026-09-14
3123162663,2025,1700,7920,girbo,2026-09-14
3123162663,2025,2340,346,girbo,2026-09-14
3123162663,2025,2350,843,girbo,2026-09-14
3123162663,2025,2400,-507,girbo,2026-09-14
3123162663,2025,2410,-10,girbo,2026-09-14
3123162663,2025,prev1150,3556,girbo,2026-09-14
3123162663,2025,prev1240,4952,girbo,2026-09-14
3123162663,2025,prev1250,39,girbo,2026-09-14
3123162663,2025,prev1300,-12193,girbo,2026-09-14
3123162663,2025,prev1410,20613,girbo,2026-09-14
3123162663,2025,prev1520,127,girbo,2026-09-14
3123162663,2025,prev1600,8547,girbo,2026-09-14
3123162663,2025,prev1700,8547,girbo,2026-09-14
3123162663,2025,prev2340,541,girbo,2026-09-14
3123162663,2025,prev2350,820,girbo,2026-09-14
3123162663,2025,prev2400,-279,girbo,2026-09-14
3301037024,2022,1100,662591,girbo,2026-09-14
3301037024,2022,1110,397,girbo,2026-09-14
3301037024,2022,1150,597790,girbo,2026-09-14
3301037024,2022,1180,63977,girbo,2026-09-14
3301037024,2022,1190,427,girbo,2026-09-14
3301037024,2022,1200,862115,girbo,2026-09-14
3301037024,2022,1210,144576,girbo,2026-09-14
3301037024,2022,1220,57139,girbo,2026-09-14
3301037024,2022,1230,445255,girbo,2026-09-14
3301037024,2022,1250,215113,girbo,2026-09-14
3301037024,2022,1260,32,girbo,2026-09-14
3301037024,2022,1300,66595,girbo,2026-09-14
3301037024,2022,1310,20,girbo,2026-09-14
3301037024,2022,1350,250000,girbo,2026-09-14
3301037024,2022,1370,-183425,girbo,2026-09-14
3301037024,2022,1400,761325,girbo,2026-09-14
3301037024,2022,1410,634795,girbo,2026-09-14
3301037024,2022,1420,3771,girbo,2026-09-14
3301037024,2022,1450,122759,girbo,2026-09-14
3301037024,2022,1500,696786,girbo,2026-09-14
3301037024,2022,1510,4208,girbo,2026-09-14
3301037024,2022,1520,653955,girbo,2026-09-14
3301037024,2022,1540,1284,girbo,2026-09-14
3301037024,2022,1550,37339,girbo,2026-09-14
3301037024,2022,1600,1524706,girbo,2026-09-14
3301037024,2022,1700,1524706,girbo,2026-09-14
3301037024,2022,2100,-30686,girbo,2026-09-14
3301037024,2022,2110,152789,girbo,2026-09-14
3301037024,2022,2120,183475,girbo,2026-09-14
3301037024,2022,2200,-105339,girbo,2026-09-14
3301037024,2022,2210,2019,girbo,2026-09-14
3301037024,2022,2220,72634,girbo,2026-09-14
3301037024,2022,2300,-141029,girbo,2026-09-14
3301037024,2022,2320,152,girbo,2026-09-14
3301037024,2022,2330,21615,girbo,2026-09-14
3301037024,2022,2340,276291,girbo,2026-09-14
3301037024,2022,2350,290518,girbo,2026-09-14
3301037024,2022,2400,-99202,girbo,2026-09-14
3301037024,2022,2410,41827,girbo,2026-09-14
3301037024,2022,2412,41827,girbo,2026-09-14
3301037024,2022,2500,-99202,girbo,2026-09-14
3301037024,2022,3600,66595,girbo,2026-09-14
3301037024,2022,4100,249816,girbo,2026-09-14
3301037024,2022,4110,600079,girbo,2026-09-14
3301037024,2022,4111,599927,girbo,2026-09-14
3301037024,2022,4119,152,girbo,2026-09-14
3301037024,2022,4120,350263,girbo,2026-09-14
3301037024,2022,4121,257377,girbo,2026-09-14
3301037024,2022,4122,75000,girbo,2026-09-14
3301037024,2022,4123,7131,girbo,2026-09-14
3301037024,2022,4129,10755,girbo,2026-09-14
3301037024,2022,4200,-359754,girbo,2026-09-14
3301037024,2022,4210,56870,girbo,2026-09-14
3301037024,2022,4211,56870,girbo,2026-09-14
3301037024,2022,4220,416624,girbo,2026-09-14
3301037024,2022,4221,416624,girbo,2026-09-14
3301037024,2022,4300,-61,girbo,2026-09-14
3301037024,2022,4310,10,girbo,2026-09-14
3301037024,2022,4311,0,girbo,2026-09-14
3301037024,2022,4312,10,girbo,2026-09-14
3301037024,2022,4320,71,girbo,2026-09-14
3301037024,2022,4323,71,girbo,2026-09-14
3301037024,2022,4400,-109999,girbo,2026-09-14
3301037024,2022,4450,328626,girbo,2026-09-14
3301037024,2022,4490,-3514,girbo,2026-09-14
3301037024,2022,4500,215113,girbo,2026-09-14
3301037024,2022,6100,0,girbo,2026-09-14
3301037024,2022,6400,0,girbo,2026-09-14
3301037024,2022,prev1100,150070,girbo,2026-09-14
3301037024,2022,prev1110,410,girbo,2026-09-14
3301037024,2022,prev1150,130913,girbo,2026-09-14
3301037024,2022,prev1180,18411,girbo,2026-09-14
3301037024,2022,prev1190,335,girbo,2026-09-14
3301037024,2022,prev1200,716174,girbo,2026-09-14
3301037024,2022,prev1210,19644,girbo,2026-09-14
3301037024,2022,prev1220,27,girbo,2026-09-14
3301037024,2022,prev1230,367877,girbo,2026-09-14
3301037024,2022,prev1250,328626,girbo,2026-09-14
3301037024,2022,prev1300,-84213,girbo,2026-09-14
3301037024,2022,prev1310,10,girbo,2026-09-14
3301037024,2022,prev1370,-84223,girbo,2026-09-14
3301037024,2022,prev1400,622672,girbo,2026-09-14
3301037024,2022,prev1410,622640,girbo,2026-09-14
3301037024,2022,prev1420,32,girbo,2026-09-14
3301037024,2022,prev1500,327784,girbo,2026-09-14
3301037024,2022,prev1510,12230,girbo,2026-09-14
3301037024,2022,prev1520,313102,girbo,2026-09-14
3301037024,2022,prev1540,2453,girbo,2026-09-14
3301037024,2022,prev1600,866243,girbo,2026-09-14
3301037024,2022,prev1700,866243,girbo,2026-09-14
3301037024,2022,prev2100,-10229,girbo,2026-09-14
3301037024,2022,prev2110,37860,girbo,2026-09-14
3301037024,2022,prev2120,48089,girbo,2026-09-14
3301037024,2022,prev2200,-70854,girbo,2026-09-14
3301037024,2022,prev2210,320,girbo,2026-09-14
3301037024,2022,prev2220,60305,girbo,2026-09-14
3301037024,2022,prev2300,-99629,girbo,2026-09-14
3301037024,2022,prev2320,490,girbo,2026-09-14
3301037024,2022,prev2330,12857,girbo,2026-09-14
3301037024,2022,prev2340,8523,girbo,2026-09-14
3301037024,2022,prev2350,24931,girbo,2026-09-14
3301037024,2022,prev2400,-81844,girbo,2026-09-14
3301037024,2022,prev2410,17785,girbo,2026-09-14
3301037024,2022,prev2412,17785,girbo,2026-09-14
3301037024,2022,prev2500,-81844,girbo,2026-09-14
3301037024,2022,prev3400,-84213,girbo,2026-09-14
3301037024,2022,prev3401,-84223,girbo,2026-09-14
3301037024,2022,prev3500,-84213,girbo,2026-09-14
3301037024,2022,prev3501,-84223,girbo,2026-09-14
3301037024,2022,prev3600,-84213,girbo,2026-09-14
3301037024,2022,prev4100,-7834,girbo,2026-09-14
3301037024,2022,prev4110,131288,girbo,2026-09-14
3301037024,2022,prev4111,113514,girbo,2026-09-14
3301037024,2022,prev4119,17774,girbo,2026-09-14
3301037024,2022,prev4120,139122,girbo,2026-09-14
3301037024,2022,prev4121,76018,girbo,2026-09-14
3301037024,2022,prev4122,54003,girbo,2026-09-14
3301037024,2022,prev4123,757,girbo,2026-09-14
3301037024,2022,prev4129,8344,girbo,2026-09-14
3301037024,2022,prev4200,-260406,girbo,2026-09-14
3301037024,2022,prev4210,167008,girbo,2026-09-14
3301037024,2022,prev4211,167008,girbo,2026-09-14
3301037024,2022,prev4220,427414,girbo,2026-09-14
3301037024,2022,prev4221,427414,girbo,2026-09-14
3301037024,2022,prev4300,596795,girbo,2026-09-14
3301037024,2022,prev4310,601979,girbo,2026-09-14
3301037024,2022,prev4311,601974,girbo,2026-09-14
3301037024,2022,prev4312,5,girbo,2026-09-14
3301037024,2022,prev4320,5184,girbo,2026-09-14
3301037024,2022,prev4323,5184,girbo,2026-09-14
3301037024,2022,prev4400,328555,girbo,2026-09-14
3301037024,2022,prev4450,55,girbo,2026-09-14
3301037024,2022,prev4490,15,girbo,2026-09-14
3301037024,2022,prev4500,328625,girbo,2026-09-14
3301037024,2023,1100,1375226,girbo,2026-09-14
3301037024,2023,1110,36,girbo,2026-09-14
3301037024,2023,1150,1251203,girbo,2026-09-14
3301037024,2023,1180,123460,girbo,2026-09-14
3301037024,2023,1190,527,girbo,2026-09-14
3301037024,2023,1200,670837,girbo,2026-09-14
